,seasonal_0,seasonal_1,seasonal_2,seasonal_3,seasonal_4
2000-01-07,-3.6098318713927644,-0.05588650463111881,1.6604043234186752,0.9230407769496141,1.1860315622158548
2000-01-14,4.362964371669463,2.4145790577169297,-1.538646040589104,0.26284187039106033,2.2579195819254263
2000-01-21,0.3156220557279934,4.970362920104591,2.2913211011695633,0.4419049321163882,2.481004264332628
2000-01-28,1.4320126939629252,2.264609375205067,0.3518997234540917,0.0498732050840035,-0.10259834446302518
2000-02-04,-1.5364835094138045,-2.356090354319682,0.5753656482795662,-0.8011503866516055,2.7448803456865156
2000-02-11,-0.2421610835742929,-0.9707143626944317,6.216323801649548,1.599499531125886,-1.5151756777582435
2000-02-18,0.532118146417421,0.32552907977487533,3.588565202844453,1.5438216070564563,1.9397349586097947
2000-02-25,-1.4308266252517232,1.7848282722666293,10.01866807139281,0.2034123469164527,-1.1047498600669878
2000-03-03,1.2085320647852833,0.18735448982815406,7.988025640760288,1.646101304154706,3.275819158648823
2000-03-10,3.0830721249273005,4.153698386770772,7.693068559558595,-0.3796300761533353,-5.072475702162325
2000-03-17,0.49548140751143666,-0.500789593155387,8.69971752361087,0.49984425776745744,0.14174383305517368
2000-03-24,-0.49820897766491334,-1.532755010704296,8.162166433809967,0.382716920796091,-4.882358719537001
2000-03-31,-1.963528238899659,-4.668283996726368,14.021441961305474,-0.46590866464795777,-2.01436137080386
2000-04-07,-2.6987797712998236,1.88659199354663,10.347570075983388,0.27118125072824556,-7.889033611487356
2000-04-14,-5.09200284009149,6.186322466832264,9.081536671366182,-1.060395646228476,-2.652081618112362
2000-04-21,6.102220275206021,-0.28346953536502184,10.68507367865345,0.31585323582809766,-5.211917397522994
2000-04-28,1.9888341187021983,2.909958780973415,10.285913801153717,0.7541842816743569,-0.910335082475189
2000-05-05,1.736022309992252,-3.5139044680221856,8.241473866520213,-1.2231832791676565,0.4990777639155093
2000-05-12,-4.781333134205606,-3.8841847304438675,11.242618584041246,-2.2355454373372363,2.6739959870768386
2000-05-19,1.280825833036679,2.3821930677268766,11.961862335638362,-0.9908693960414965,4.904306903074422
2000-05-26,-2.7433153343507373,4.956835860363324,9.404357299571554,-2.1610260159366907,2.3349499595650287
2000-06-02,1.8862724299582403,3.3423689549187454,11.781048202186941,0.862896370268635,1.1658425271463113
2000-06-09,-1.9878644191178287,1.221639149982054,9.273037235152186,-2.327001318016057,-0.580194396384845
2000-06-16,-0.4518969986042254,-3.7804237947740518,6.968877802958061,-0.3112830083945227,1.1233420266615581
2000-06-23,-0.621187221832732,-2.2626661327053195,5.304973145613541,-1.195010348153191,-0.4430826405081531
2000-06-30,-0.2613675092401351,0.002744559318863804,5.476005258174553,-0.4317357771151654,-4.564737260960371
2000-07-07,1.0875649015241702,7.2325773722753155,6.328298494178121,-0.5326437018438095,-5.352134485374208
2000-07-14,-6.057172548983376,0.28732405260232596,3.3936454097783937,-1.29617066254858,1.6579075921069748
2000-07-21,-0.0320296641095284,-1.0091784999934577,2.769025399296285,-0.9306794899423714,-2.157484481942693
2000-07-28,3.4737156710930557,-2.5011363129251656,1.9908143472800395,-1.1249857759030444,-6.43082667484869
2000-08-04,0.2200685353067353,-3.612033940050903,2.8697087499587806,-1.341466114329893,-1.3659858585898053
2000-08-11,3.3448804505083563,-1.586040248165372,2.9438987465037507,-0.3801555912597412,-0.49040851337132113
2000-08-18,-0.9557705436721096,2.4391441154559885,1.844111789841814,0.5499109178879371,3.1576180538641596
2000-08-25,-4.387681100669678,1.2021890586549269,-5.097059279093047,2.3535718990807233,1.8942087845083777
2000-09-01,-1.0998574313540692,3.7378120633296286,0.9472015269192848,1.2713992322625483,2.2436751231941203
2000-09-08,-3.845473525371918,-2.9309342711971764,-4.05539515516751,0.5137904737186955,2.2429675219764467
2000-09-15,4.8997790711151765,-3.082896497352259,-4.79406946256292,-0.5397798609624757,4.193605661878486
2000-09-22,0.5336874207608333,0.3934588266119494,-3.7275662534627503,1.1652611048496264,-0.06631285461520298
2000-09-29,0.3891822610419584,2.9925073900687074,-5.317799288940476,-0.8348363106833777,0.3640427261357191
2000-10-06,-1.343237384401803,6.656076159945296,-6.926466391616065,1.7015492229820168,1.7988975286105047
2000-10-13,-3.48280792773432,-0.4787414917000756,-7.276728692213665,1.0151577562211436,0.6013033841147135
2000-10-20,-5.298105564338881,2.2019275131901175,-8.26626251066036,0.5813092957838085,-3.8099137365373967
2000-10-27,0.4961358613401911,-1.934973153888461,-8.357339033612332,1.766501870176374,-3.433744095492794
2000-11-03,2.984478840169859,-0.2565965121756104,-9.143550042940463,0.7285608908068971,-1.229175415017478
2000-11-10,3.224957624105003,-1.6202601418048777,-8.05713980659557,0.9345406333913844,-3.4072674949935093
2000-11-17,0.5803410776317037,3.840489519669065,-10.430946588935257,-0.7704032014956472,-1.400880279817112
2000-11-24,1.998821848039531,0.1331664001371502,-11.446281610561915,2.31683606286362,-0.2269506613866994
2000-12-01,-4.4634976444387915,-0.7960429989817512,-6.530911029811103,1.924799270098965,-3.8918495536169746
2000-12-08,-4.41342540884515,0.04477000928309005,-9.409435788428564,-0.018729892004282683,-0.76447498319966
2000-12-15,3.0112272631515404,-6.697141210354308,-11.12858102040042,0.21837930615287104,0.9438331763108225
2000-12-22,-0.8945226692752801,0.8710464206964923,-8.112266258588416,-1.8180781709631262,2.195364250826317
2000-12-29,2.0742024284009455,0.17427645662408553,-10.173026887273865,-0.6088162403752823,0.10399418173458708
2001-01-05,1.6835797536335817,4.46703243575066,-12.188682977074423,-0.4613995460534257,1.092231016542519
2001-01-12,0.5365029100392722,-0.09058796772126776,-6.214709858332613,-1.7418330117141174,3.1346300297767766
2001-01-19,-3.069862939733666,2.298868225418138,-7.492411271464867,1.1578702689600675,2.6529241580274174
2001-01-26,-2.8539929283674743,-3.4634045785760446,-10.395565168029826,-1.5602613131756153,-1.1081336754393
2001-02-02,1.0527074239928897,-1.877112857223884,-7.177291399862011,-1.9149309581000309,2.47635755334292
2001-02-09,2.3257753758874484,0.0035614327001081136,-4.204129418722021,-1.5996059614485514,-0.01284384109200154
2001-02-16,2.540721323847365,2.8935568482166443,-1.3064673906411137,-0.5576295552019391,-4.151530512576139
2001-02-23,0.8526593414908418,0.7108491172360372,-3.0481041707985885,0.15159523541886144,-2.6559062876641564
2001-03-02,-3.7445611548912994,0.34161052833074346,-4.856945422557859,-0.4340964456669948,-4.764723268958132
2001-03-09,-3.650621337596607,-2.4271490444292234,0.4547716780078772,-1.2219648903797926,-2.213765502702081
2001-03-16,0.9346513800770786,-2.562143240382655,-1.5520984489934015,-0.25232930288407995,0.18732337130836396
2001-03-23,-1.825241651104804,0.6735529195296197,0.13845062681254042,0.8939044962959473,1.104673784539129
2001-03-30,1.5504866690584433,-1.505748645044886,-1.3376141202602128,0.944850795600323,2.655682085275406
2001-04-06,0.20445636727572714,2.055972823414945,1.925639529612372,2.1644347507870694,4.095531849057377
2001-04-13,1.5842323491101808,0.0566045839444648,1.6622308638110292,3.394363151783894,6.178045657607628
2001-04-20,-2.5294704668584647,0.20671541633979373,1.7067070161733753,-0.08149925651749113,3.719327846112906
2001-04-27,-2.0903292753750393,-3.311471984049429,7.119740242772359,2.5903542566996425,-0.5502713619304069
2001-05-04,-5.9035415005624134,2.2955635216306507,5.496179101423808,1.714659725387879,0.3481042782340007
2001-05-11,2.535448634724841,-0.39635107546800086,2.9050940601048447,0.6172915718419147,0.25508043102522804
2001-05-18,4.150886783753154,1.5688327935474928,7.950716602178372,-0.8667056557979155,0.6910428386107191
2001-05-25,1.6993218423204208,1.8219701622891205,8.478892139855933,1.3937227462140749,-1.6273159941390412
2001-06-01,-3.998932364722983,0.006761153726189129,10.788387584253531,0.955652471364418,-6.285218994779026
2001-06-08,-3.860650637070059,-5.3202226323670025,6.529269499628108,1.4829483590678207,-3.4010670710529842
2001-06-15,-0.6076086489004284,-1.8835412262430735,11.579105983146569,0.1742732224875983,-1.388741629050616
2001-06-22,-0.8150546058158192,0.0053929535984156285,12.516825521210254,2.8112247140057223,0.12408917546984277
2001-06-29,-1.05999480239241,0.44975538625614586,11.575563493791115,-1.6686743420415655,-1.9566817234223548
2001-07-06,5.7043767565426595,2.811312868335188,8.582352724035001,-1.0595251077249137,-0.7615456751478864
2001-07-13,-0.9381592606766773,0.043784644934212524,13.55191952090012,1.6139616756576094,0.8095558622700909
2001-07-20,-1.2246021515436345,-2.2336401653412206,9.335894042169956,0.5860421409451192,-0.5238097480874553
2001-07-27,-3.546831678672941,-3.1845644179640566,9.43071890967669,-0.5827606581258056,6.589494927205255
2001-08-03,-6.753865996687381,4.886504783396319,8.341707025898716,-0.5446199393212203,3.124825330696184
2001-08-10,-5.833838927779851,5.283550612939718,7.221898660867487,-0.14240116669015668,1.7294280612375488
2001-08-17,-0.263186462560855,5.089093766591747,7.697279958247383,0.4564362257785076,-0.2925054562788474
2001-08-24,-0.3658744260576672,0.8107623287236086,10.703487298591781,-0.6366301203135454,3.9109953268146573
2001-08-31,3.7756082049540822,-4.101568504292148,6.541431900090507,-1.258622798232651,-0.4609428838637083
2001-09-07,-2.975135316442848,-5.465229377202225,7.310165488805595,0.3696120073636109,-1.1538795596150466
2001-09-14,-1.0834159124458007,-3.208139948009361,9.02741630511103,0.8794060011813446,-3.712251349578011
2001-09-21,-3.8867183365043734,4.224483001563718,8.827268968601963,-1.3793979896247346,-3.4924757356267406
2001-09-28,-3.697038541751552,1.1293518044579063,0.7997459404217859,-0.696638101720599,-8.796906142233853
2001-10-05,2.0021430439247068,-0.22234554925694955,1.9651819057350481,-0.5526647915988782,-2.3354050802327855
2001-10-12,5.753315756744544,-3.419150786393323,1.537740069740598,-0.8826160701719583,-3.0991065774187883
2001-10-19,2.089747296807127,-3.1899463488066484,3.848230990644942,-0.2630606181203314,-4.136296612515753
2001-10-26,-3.3361358516424673,-6.424541320235621,-3.0760981287408393,0.3349276335731166,-4.930091648299035
