Date,Open,High,Low,Close,Adj Close,Volume
2006-10-24,6166.100098,6186.899902,6161.299805,6182.500000,6182.500000,1238923300
2006-10-25,6182.500000,6216.100098,6178.799805,6214.600098,6214.600098,1354486900
2006-10-26,6214.600098,6244.600098,6179.700195,6184.799805,6184.799805,1738351800
2006-10-27,6184.799805,6206.000000,6132.700195,6160.899902,6160.899902,1589175600
2006-10-30,6160.899902,6160.899902,6112.899902,6126.799805,6126.799805,1366361100
2006-10-31,6126.799805,6149.899902,6110.899902,6129.200195,6129.200195,1788183700
2006-11-01,6129.200195,6180.700195,6129.200195,6149.600098,6149.600098,1631932600
2006-11-02,6149.600098,6172.000000,6112.899902,6149.299805,6149.299805,1818387200
2006-11-03,6149.299805,6177.299805,6134.000000,6148.100098,6148.100098,1377065200
2006-11-06,6148.100098,6224.500000,6146.500000,6224.500000,6224.500000,1139977900
2006-11-07,6224.500000,6244.500000,6219.700195,6244.000000,6244.000000,1341969500
2006-11-08,6244.000000,6244.000000,6205.700195,6239.000000,6239.000000,1555121300
2006-11-09,6239.000000,6250.399902,6205.100098,6231.500000,6231.500000,1941091600
2006-11-10,6231.500000,6233.100098,6198.600098,6208.399902,6208.399902,1540927100
2006-11-13,6208.399902,6239.799805,6171.899902,6194.200195,6194.200195,1466749900
2006-11-14,6194.200195,6223.899902,6167.299805,6186.600098,6186.600098,1724141500
2006-11-15,6186.600098,6229.799805,6186.600098,6229.799805,6229.799805,1709608400
2006-11-16,6229.799805,6256.799805,6212.100098,6254.899902,6254.899902,1756639200
2006-11-17,6254.899902,6254.899902,6178.899902,6192.000000,6192.000000,1553258000
2006-11-20,6192.000000,6218.899902,6148.299805,6204.500000,6204.500000,1583123300
2006-11-21,6204.500000,6228.399902,6199.700195,6202.600098,6202.600098,1665306000
2006-11-22,6202.600098,6233.100098,6146.299805,6160.299805,6160.299805,1928778200
2006-11-23,6160.299805,6181.700195,6115.100098,6140.000000,6140.000000,1257256100
2006-11-24,6140.000000,6140.000000,6068.100098,6122.100098,6122.100098,1335559900
2006-11-27,6122.100098,6129.500000,6050.100098,6050.100098,6050.100098,1663486900
2006-11-28,6050.100098,6062.799805,6011.799805,6025.899902,6025.899902,1907684800
2006-11-29,6025.899902,6098.600098,6025.899902,6084.399902,6084.399902,1725779500
2006-11-30,6084.399902,6108.899902,6043.899902,6048.899902,6048.899902,1785469300
2006-12-01,6048.799805,6087.399902,5985.200195,6021.500000,6021.500000,1805651400
2006-12-04,6021.500000,6058.100098,6019.399902,6050.399902,6050.399902,1286179600
2006-12-05,6050.399902,6097.399902,6047.100098,6086.399902,6086.399902,1747636900
2006-12-06,6086.399902,6105.700195,6068.100098,6090.399902,6090.399902,1657440800
2006-12-07,6090.299805,6145.299805,6082.799805,6131.500000,6131.500000,1715884900
2006-12-08,6131.500000,6157.100098,6106.600098,6152.399902,6152.399902,1632000400
2006-12-11,6152.399902,6187.000000,6147.100098,6159.799805,6159.799805,1405243200
2006-12-12,6159.799805,6164.799805,6137.799805,6156.399902,6156.399902,1653482500
2006-12-13,6156.399902,6196.600098,6149.399902,6192.500000,6192.500000,1783763000
2006-12-14,6192.500000,6230.600098,6192.500000,6228.000000,6228.000000,1484147000
2006-12-15,6228.000000,6271.399902,6228.000000,6260.000000,6260.000000,2140440800
2006-12-18,6260.000000,6269.100098,6240.100098,6247.399902,6247.399902,1254247400
2006-12-19,6247.399902,6247.399902,6192.000000,6204.000000,6204.000000,1408300800
2006-12-20,6203.899902,6240.100098,6197.899902,6198.600098,6198.600098,1203981100
2006-12-21,6198.600098,6203.500000,6171.200195,6183.700195,6183.700195,1068612200
2006-12-22,null,null,null,null,null,null
2006-12-27,6190.000000,6248.100098,6190.000000,6245.200195,6245.200195,606891500
2006-12-28,6245.200195,6258.700195,6232.299805,6241.000000,6241.000000,512698500
2006-12-29,null,null,null,null,null,null
2007-01-02,6220.799805,6312.500000,6220.799805,6310.899902,6310.899902,1074946500
2007-01-03,6310.899902,6322.000000,6296.000000,6319.000000,6319.000000,1606892700
2007-01-04,6319.000000,6319.000000,6261.000000,6287.000000,6287.000000,1902875500
2007-01-05,6287.000000,6287.000000,6220.100098,6220.100098,6220.100098,1622439300
2007-01-08,6220.100098,6246.000000,6187.000000,6194.200195,6194.200195,1326700900
2007-01-09,6194.200195,6218.500000,6190.399902,6196.100098,6196.100098,2143699600
2007-01-10,6196.100098,6196.100098,6142.000000,6160.700195,6160.700195,1881991100
2007-01-11,6160.700195,6233.100098,6130.200195,6230.100098,6230.100098,2147062500
2007-01-12,6230.100098,6247.600098,6204.299805,6239.000000,6239.000000,1899868200
2007-01-15,6239.000000,6279.700195,6239.000000,6263.500000,6263.500000,1143653000
2007-01-16,6263.500000,6266.399902,6206.399902,6215.700195,6215.700195,1613624300
2007-01-17,6215.700195,6227.000000,6163.500000,6204.500000,6204.500000,1854154500
2007-01-18,6204.500000,6257.200195,6204.500000,6210.299805,6210.299805,1867057700
2007-01-19,6210.299805,6243.299805,6178.000000,6237.200195,6237.200195,1463593800
2007-01-22,6237.200195,6270.899902,6215.799805,6218.399902,6218.399902,1491780900
2007-01-23,6218.399902,6240.700195,6189.200195,6227.600098,6227.600098,1502967500
2007-01-24,6227.600098,6320.899902,6227.600098,6314.799805,6314.799805,1875850300
2007-01-25,6314.799805,6335.100098,6262.100098,6269.299805,6269.299805,1785913600
2007-01-26,6269.299805,6271.399902,6226.399902,6228.000000,6228.000000,1577128400
2007-01-29,6228.000000,6253.700195,6216.000000,6239.899902,6239.899902,1514653900
2007-01-30,6239.899902,6250.100098,6212.500000,6242.000000,6242.000000,1465861700
2007-01-31,6242.000000,6257.299805,6197.500000,6203.100098,6203.100098,2141167500
2007-02-01,6203.100098,6300.299805,6203.100098,6282.200195,6282.200195,2143964500
2007-02-02,6282.200195,6329.000000,6282.200195,6310.899902,6310.899902,2146065100
2007-02-05,6310.899902,6328.899902,6294.700195,6317.899902,6317.899902,1300078700
2007-02-06,6317.899902,6369.700195,6317.899902,6346.299805,6346.299805,1863241800
2007-02-07,6346.299805,6379.799805,6338.200195,6369.500000,6369.500000,1841128700
2007-02-08,6369.500000,6375.000000,6330.100098,6346.399902,6346.399902,1721451200
2007-02-09,6346.399902,6395.399902,6346.399902,6382.799805,6382.799805,1546436100
2007-02-12,6382.799805,6383.100098,6344.700195,6353.500000,6353.500000,1494282000
2007-02-13,6353.500000,6381.799805,6353.500000,6381.799805,6381.799805,1416286800
2007-02-14,6381.799805,6421.200195,6378.600098,6421.200195,6421.200195,1511242500
2007-02-15,6421.200195,6435.299805,6397.200195,6433.299805,6433.299805,1416697700
2007-02-16,6433.299805,6439.200195,6407.299805,6419.500000,6419.500000,1382320900
2007-02-19,6419.500000,6451.399902,6419.500000,6444.399902,6444.399902,924726800
2007-02-20,6444.399902,6448.100098,6392.399902,6412.299805,6412.299805,1556580600
2007-02-21,6412.299805,6430.399902,6352.100098,6357.100098,6357.100098,1769971100
2007-02-22,6357.100098,6416.000000,6357.100098,6380.899902,6380.899902,1757669400
2007-02-23,6380.899902,6401.500000,6357.100098,6401.500000,6401.500000,1661409900
2007-02-26,6401.500000,6446.799805,6401.500000,6434.700195,6434.700195,1468711800
2007-02-27,6434.700195,6434.700195,6270.500000,6286.100098,6286.100098,2044216200
2007-02-28,6286.100098,6286.100098,6166.200195,6171.500000,6171.500000,2147045000
2007-03-01,6171.500000,6230.700195,6038.899902,6116.000000,6116.000000,2147378200
2007-03-02,6116.000000,6164.399902,6085.600098,6116.200195,6116.200195,1923026800
2007-03-05,6116.200195,6116.200195,5989.600098,6058.700195,6058.700195,1913736300
2007-03-06,6058.700195,6138.500000,6058.700195,6138.500000,6138.500000,2123083000
2007-03-07,6138.500000,6167.600098,6106.100098,6156.500000,6156.500000,1669634400
2007-03-08,6156.500000,6233.100098,6156.500000,6227.700195,6227.700195,1542604000
2007-03-09,6227.700195,6255.799805,6190.299805,6245.200195,6245.200195,1660715100
2007-03-12,6245.200195,6276.299805,6219.299805,6233.299805,6233.299805,1355450300
2007-03-13,6233.299805,6240.700195,6161.200195,6161.200195,6161.200195,1595964400
2007-03-14,6161.200195,6161.200195,6000.700195,6000.700195,6000.700195,2147069900
2007-03-15,6000.700195,6133.200195,6000.700195,6133.200195,6133.200195,2137773200
2007-03-16,6133.200195,6142.200195,6094.700195,6130.600098,6130.600098,2116076100
2007-03-19,6130.600098,6200.600098,6130.600098,6189.399902,6189.399902,1827203100
2007-03-20,6189.399902,6220.299805,6159.399902,6220.299805,6220.299805,2146044200
2007-03-21,6220.299805,6287.500000,6207.700195,6256.799805,6256.799805,1776058600
2007-03-22,6256.799805,6342.100098,6256.799805,6318.000000,6318.000000,2143517900
2007-03-23,6318.000000,6350.399902,6296.600098,6339.399902,6339.399902,2052956900
2007-03-26,6339.399902,6355.299805,6274.100098,6291.899902,6291.899902,1766095700
2007-03-27,6291.899902,6337.700195,6276.799805,6292.600098,6292.600098,1549551300
2007-03-28,6292.600098,6304.899902,6250.100098,6267.200195,6267.200195,1582559800
2007-03-29,6267.200195,6334.700195,6267.200195,6324.200195,6324.200195,1534047800
2007-03-30,6324.200195,6330.000000,6291.100098,6308.000000,6308.000000,1952043600
2007-04-02,6308.000000,6342.200195,6293.899902,6315.500000,6315.500000,1360638200
2007-04-03,6315.500000,6366.100098,6315.500000,6366.100098,6366.100098,1816500000
2007-04-04,6366.100098,6380.500000,6345.899902,6364.700195,6364.700195,1749293500
2007-04-05,6364.700195,6398.700195,6350.299805,6397.299805,6397.299805,1373407200
2007-04-10,6397.299805,6431.700195,6394.299805,6417.799805,6417.799805,1604097800
2007-04-11,6417.799805,6445.899902,6401.899902,6413.299805,6413.299805,1995616000
2007-04-12,6413.299805,6419.600098,6376.399902,6416.399902,6416.399902,1491396600
2007-04-13,6416.399902,6462.399902,6416.399902,6462.399902,6462.399902,1515814100
