Date,Open,High,Low,Close,Adj Close,Volume
2010-10-25,5741.399902,5794.299805,5741.399902,5752.000000,5752.000000,772475900
2010-10-26,5752.000000,5754.200195,5677.200195,5707.299805,5707.299805,812401800
2010-10-27,5707.299805,5707.299805,5630.899902,5646.000000,5646.000000,787759900
2010-10-28,5646.000000,5711.799805,5646.000000,5677.899902,5677.899902,767341000
2010-10-29,5677.899902,5699.200195,5647.100098,5675.200195,5675.200195,836504200
2010-11-01,5675.200195,5733.000000,5667.399902,5694.600098,5694.600098,641764000
2010-11-02,5694.600098,5771.600098,5690.399902,5757.399902,5757.399902,805488200
2010-11-03,5757.399902,5773.700195,5730.500000,5749.000000,5749.000000,825699300
2010-11-04,5749.000000,5876.000000,5749.000000,5862.799805,5862.799805,1079039900
2010-11-05,5862.799805,5899.399902,5834.000000,5875.399902,5875.399902,1106801400
2010-11-08,5875.399902,5881.000000,5841.299805,5850.000000,5850.000000,772245200
2010-11-09,5850.000000,5902.100098,5847.399902,5875.200195,5875.200195,951025400
2010-11-10,5875.200195,5877.000000,5796.200195,5816.899902,5816.899902,942150500
2010-11-11,5816.899902,5846.500000,5792.600098,5815.200195,5815.200195,1091041700
2010-11-12,5815.200195,5831.799805,5711.700195,5796.899902,5796.899902,983021500
2010-11-15,5796.899902,5832.899902,5755.700195,5820.399902,5820.399902,620872900
2010-11-16,5820.399902,5820.399902,5680.899902,5681.899902,5681.899902,871717200
2010-11-17,5681.899902,5704.399902,5659.700195,5692.600098,5692.600098,761486100
2010-11-18,5692.600098,5783.000000,5692.600098,5768.700195,5768.700195,729396200
2010-11-19,5768.700195,5774.100098,5684.500000,5732.799805,5732.799805,732494100
2010-11-22,5732.799805,5783.100098,5668.500000,5680.799805,5680.799805,772790500
2010-11-23,5680.799805,5681.100098,5581.299805,5581.299805,5581.299805,1029344700
2010-11-24,5581.299805,5671.899902,5573.299805,5657.100098,5657.100098,907509900
2010-11-25,5657.100098,5707.899902,5654.700195,5698.899902,5698.899902,556473500
2010-11-26,5698.899902,5699.000000,5599.299805,5668.700195,5668.700195,862384300
2010-11-29,5668.700195,5722.700195,5551.000000,5551.000000,5551.000000,1016586000
2010-11-30,5551.000000,5597.000000,5519.200195,5528.299805,5528.299805,1312071800
2010-12-01,5528.299805,5656.200195,5528.299805,5642.500000,5642.500000,1141747400
2010-12-02,5642.500000,5770.899902,5642.500000,5767.600098,5767.600098,1070087500
2010-12-03,5767.600098,5784.299805,5720.200195,5745.299805,5745.299805,758341000
2010-12-06,5745.299805,5785.700195,5728.500000,5770.299805,5770.299805,760501400
2010-12-07,5770.299805,5850.399902,5769.700195,5808.500000,5808.500000,915796600
2010-12-08,5808.500000,5826.600098,5774.299805,5794.500000,5794.500000,795433900
2010-12-09,5794.500000,5838.000000,5794.500000,5808.000000,5808.000000,910240700
2010-12-10,5808.000000,5827.600098,5794.500000,5813.000000,5813.000000,611914600
2010-12-13,5813.000000,5873.700195,5812.899902,5860.799805,5860.799805,562916600
2010-12-14,5860.799805,5891.200195,5847.200195,5891.200195,5891.200195,665056300
2010-12-15,5891.200195,5898.000000,5858.100098,5882.200195,5882.200195,781046600
2010-12-16,5882.200195,5907.100098,5862.899902,5881.100098,5881.100098,635565900
2010-12-17,5881.100098,5902.500000,5857.299805,5871.799805,5871.799805,1431434300
2010-12-20,5871.799805,5913.799805,5865.500000,5891.600098,5891.600098,536148500
2010-12-21,5891.600098,5953.899902,5891.100098,5951.799805,5951.799805,541859600
