update_time,Asia_confirmed_cases,Asia_deaths,Asia_recovered,Europe_confirmed_cases,Europe_deaths,Europe_recovered,Americas_confirmed_cases,Americas_deaths,Americas_recovered,Oceania_confirmed_cases,Oceania_deaths,Oceania_recovered,Africa_confirmed_cases,Africa_deaths,Africa_recovered
2020-03-05 07:30:00,2853.1312089015255,85.94661228090676,1254.7857063880906,254.2597265843179,7.767693679986458,16.624118398672053,11.089876088451382,0.28003265080935824,0.5659006538758664,6.829388059626354,0.01650530611767316,0.6379694351899234,1.0096858694199675,-0.0009222158019059245,0.0041209400581225
2020-03-05 08:00:00,2866.044438297238,86.46744147411718,1263.4891161623477,254.28942241760097,7.7682454929366855,16.62587609677665,11.098710501626686,0.28080949543966577,0.566191515644661,6.829398957375186,0.016506095958312657,0.6379714588284658,1.0096995722036435,-0.0009231222258460764,0.004128845414620904
2020-03-05 08:30:00,2884.7261324999718,87.21679552198361,1275.9860157075946,254.33697887358437,7.76913958362956,16.628692312084148,11.104401591236781,0.2813111322890943,0.5663785974704616,6.829419075226156,0.016507604284955034,0.6379767179309044,1.0097211642093038,-0.0009245438736839382,0.004141247452381172
2020-03-05 09:00:00,2901.5095356970032,87.8994715064495,1287.1758105797014,254.41236453729482,7.770567192412,16.633157677718675,11.10809689720885,0.28163913290937315,0.5664998926362175,6.829453701337716,0.01651024449264327,0.6379870454448975,1.00975504679836,-0.000926768214577479,0.004160655038885699
2020-03-05 09:30:00,2916.0210838858893,88.49785106077745,1296.781386318375,254.53110180710377,7.772826046124258,16.640191885541363,11.110545817144862,0.2818604268265863,0.5665802673910459,6.82951103385627,0.01651465590379813,0.6380052906105689,1.00980807857264,-0.0009302428470299583,0.004190974963058092
2020-03-05 10:00:00,2927.9818958222822,88.99871136424949,1304.599889764483,254.71736424174918,7.7763797673568185,16.65122720111554,11.112249141762849,0.2820206565312451,0.5666364227163077,6.829603816509692,0.01652183131972168,0.6380358874384884,1.0098909439848487,-0.0009356648119280726,0.004238291492987891
2020-03-05 10:30:00,2937.2108947245574,89.39341994854007,1310.5055206096201,255.0088001678065,7.78195038672182,16.66849425809714,11.11355898311836,0.2821532848342263,0.5666802267877218,6.829751881226202,0.01653331510540875,0.6380857394125511,1.0100202853626665,-0.0009441196795146408,0.004312080429594556
2020-03-05 11:00:00,2944.645242412321,89.7104835456696,1315.2686178449085,255.4640450541889,7.790662418112995,16.695467159696975,11.1147490353651,0.2822862718778258,0.5667210830957297,6.829986105134845,0.016551511333669687,0.638165596952062,1.010222023772316,-0.0009572981638248026,0.004427099909497076
2020-03-05 11:30:00,2951.770674283157,90.01325969165569,1319.84124589444,256.1744216790481,7.804267245849443,16.737556703125843,11.116069187944225,0.28244765413817685,0.5667678067607739,6.8303545715306875,0.01658016347589466,0.6382922024929244,1.0105365313694419,-0.0009778334880086183,0.004606335249449473
2020-03-05 12:00:00,2960.0112768063204,90.36225477341458,1325.1374565188062,257.28216274998647,7.825492598097872,16.803190053597678,11.117795388762396,0.2826711386577231,0.5668303834449696,6.830932164168788,0.016625101357347183,0.6384916312191684,1.0110266873324334,-0.001009826818694189,0.00488558544902373
2020-03-05 12:30:00,2971.0136500879803,90.82719749200358,1332.2156790216186,259.0087921341946,7.8585868407869555,16.905492306928767,11.120284707097781,0.28300282878546784,0.5669219618348311,6.831835509340221,0.016695404425059145,0.638804494057116,1.0117904248657565,-0.0010596656149965556,0.005320606546059623
2020-03-05 13:00:00,2986.975470978591,91.50095255351121,1342.489919663147,261.69932791250983,7.910166700868631,17.06490548111673,11.124046583530852,0.2835104234846956,0.5670614772766741,6.8332462472843165,0.01680521344775797,0.6392940411418908,1.0129802729126425,-0.0011372981862070963,0.005998237215905963
2020-03-05 13:30:00,3011.084018475258,92.51805093692649,1358.0119131858928,265.8911275711631,7.990537574322998,17.313267532633375,11.129844484169409,0.2842967258455741,0.5672774300870469,6.835447276533804,0.016976552155919266,0.6400587827286282,1.0148337919465644,-0.0012582187844537359,0.007053726625681723
2020-03-05 14:00:00,3031.0929164312224,93.36287194654253,1370.699618807367,268.831460324894,8.041558425999785,17.48446593640857,11.138848243334861,0.28552015630230954,0.5676135724653383,6.838879203419347,0.017243721854320517,0.6412521459353655,1.015038329269093,-0.0013354825038551644,0.007660349448408194
2020-03-05 14:30:00,3050.50816260986,94.19450979419372,1383.3979019125431,270.69740262879344,8.071254443274526,17.590906287643236,11.15286749329424,0.28742636377905506,0.5681376387797673,6.844228260714016,0.01766014591169989,0.6431130896402439,1.0151696016450367,-0.0013850906837679397,0.008049845089344303
2020-03-05 15:00:00,3065.1039823970036,94.81911609012266,1392.7757665642018,272.2528251857465,8.09302907527794,17.67880116473286,11.174712759798203,0.29039724247860443,0.5689548612751847,6.85256323877636,0.01830902988261769,0.6460137864547747,1.0152539564185652,-0.0014169454340357077,0.008299968126276218
2020-03-05 15:30:00,3074.635819136655,95.2249936727995,1398.6743228573876,272.93926690045475,8.103002119501852,17.716433605138022,11.208756276725323,0.295027135164194,0.5702289681381294,6.865548752545048,0.01931996439100825,0.6505338862733413,1.015308384335458,-0.0014374062881989179,0.008460662666998398
2020-03-05 16:00:00,3084.0045900139553,95.6258719500766,1404.5897907774602,273.5524104797524,8.110039616752287,17.74930288701885,11.261804425247657,0.3022414285999302,0.5722148538902954,6.885777399856676,0.020894783728467554,0.6575761800086857,1.01534390993203,-0.0014505591888961918,0.008564028231183032
2020-03-05 16:30:00,3095.081925037243,96.10182979651128,1411.7041047549824,274.2150954351615,8.115559206285084,17.7839962771866,11.344455884746155,0.3134812057815964,0.5753094411875936,6.917287090230825,0.02334784001325866,0.6685467431503277,1.0153677914218717,-0.0014590317990713021,0.008630724908473025
2020-03-05 17:00:00,3110.0803690257,96.74792709537897,1421.4384088584154,275.06004797840035,8.120675691360635,17.827465025262907,11.473216502026691,0.3309908006158985,0.5801308830300302,6.96636677233388,0.02716872924886558,0.6856355051397919,1.0153849690475922,-0.001464517826855014,0.008674095883315027
2020-03-05 17:30:00,3131.9948736943347,97.69317303048325,1435.7366325580365,276.2563653252682,8.126423489163717,17.888411421339036,11.673792881579988,0.358265633945462,0.5876419094565241,7.001338780741676,0.029843731742942373,0.6979408933020965,1.0153990509028596,-0.0014681149883402527,0.008702829938529985
2020-03-05 18:00:00,3148.105634183129,98.38399226825551,1446.0768692416104,276.828335130001,8.132586153462585,17.916899615302377,11.807537010555196,0.37753967136737787,0.5927536947281409,7.0213780364540765,0.03133489228471722,0.7048840013721042,1.0154130329364603,-0.0014705440456209188,0.008722695215774203
2020-03-05 18:30:00,3159.218161598863,98.85971721688745,1453.2034692423615,276.80674535336556,8.14081716184435,17.915296155697188,11.901032265633008,0.39172718961744046,0.5964468935267266,7.03975200921683,0.03273239969589709,0.7115548876325655,1.0154298968085662,-0.0014722926271249163,0.00873769018887961
2020-03-05 19:00:00,3167.551963796267,99.21535938139466,1458.5399895040784,276.7919826794223,8.146077258145562,17.91421550470569,11.972948706551943,0.40366073067964686,0.5994591036101036,7.042291263965271,0.032903974732061615,0.7122397220404033,1.0154532048959295,-0.0014737125282690477,0.0087508415162403
2020-03-05 19:30:00,3174.772063445259,99.52196833028864,1463.1527827822574,276.78160119402605,8.149429728122485,17.91347053674857,12.037650656851461,0.415723080248392,0.6023920372285424,7.0439332599035716,0.033014887887833924,0.7126846035154183,1.015487811173814,-0.0014750899078885566,0.008764807976366402
2020-03-05 20:00:00,3182.3212370523343,99.84080894760174,1467.9637780340458,276.7740305088961,8.151557265079553,17.912941109530557,12.108062972823884,0.4303227305320404,0.6058315872202206,7.0450072032068425,0.03308738209404376,0.7129791884543843,1.015540829824614,-0.0014767023874946873,0.008782410996402324
2020-03-05 20:30:00,3191.7079067917593,100.23558624058913,1473.9344423603873,276.76826241603715,8.152898196412474,17.912550090621544,12.138352902980166,0.4384838352724697,0.6076711763323195,7.0457289633560505,0.033136034109382984,0.7131831478372439,1.0156230548501082,-0.0014788744469931398,0.008807197635705793
2020-03-05 21:00:00,3204.807131319556,100.78515705129973,1482.257632417716,276.76364972077306,8.153733949207759,17.91224796630506,12.173379125190912,0.44800179016812847,0.6098301550474962,7.046244147577467,0.0331706631572072,0.7133380739307019,1.0157511139579287,-0.0014820421705707214,0.008844148362694017
2020-03-05 21:30:00,3224.2347555250485,101.59926517740575,1494.5956174877851,276.7597771123406,8.154245207855329,17.912002961529407,12.220145340057833,0.46077738935008916,0.612739979119726,7.046657155093441,0.03319829023989301,0.7134757795496651,1.0159507865105093,-0.001486840262197733,0.008900670855330417
2020-03-05 22:00:00,3253.869377369384,102.84043970125325,1513.4117695248897,276.75637830543485,8.154547969409858,17.911794699487505,12.242579775432638,0.4681250828824556,0.6144760858697476,7.047052008693581,0.033224539093949665,0.7136246459179691,1.0162621476027593,-0.0014942286938910984,0.008988078129018598
2020-03-05 22:30:00,3299.626285503605,104.75642613773643,1542.4621058854937,276.7532829190387,8.154716691216334,17.911610135651326,12.244750350826719,0.4703063038674595,0.6151435197226325,7.047509120375183,0.03325475833361876,0.7138152857857151,1.0167475647219404,-0.0015056842582369396,0.00912384593875927
2020-03-05 23:00:00,3370.6377998155817,107.72962173893451,1587.5447675810751,276.750382492669,8.154799149695402,17.911440954933703,12.22802989353522,0.46740719250905893,0.6147728586313101,7.048121336482584,0.033295088696418,0.7140866518262894,1.0175041426498233,-0.0015234952477206397,0.009335099899453844
2020-03-05 23:30:00,3434.655940371253,110.39015432583102,1627.8264342649172,276.7476088588679,8.154825975221774,17.911281912603602,12.217360890270976,0.4656153852841489,0.6145467760921378,7.049012464005705,0.033353688349681096,0.7144938091876042,1.0186830998731227,-0.0015512180614204799,0.009664028147209111
2020-03-06 00:00:00,3491.4276700126507,112.72621091441681,1663.1306238650488,276.7449205563446,8.154816765692413,17.911129787898545,12.210629599008016,0.4645749382875538,0.6144208081147448,7.05036197479066,0.03344236075676758,0.7151189231388058,1.0205199428870837,-0.0015943868507403256,0.010176299588533803
